sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,is_main_23,is_aux_45,weight_len,weight_quality,sample_weight
TYCQ,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.3,2.3,2.3,2.3,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1249,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",False,True,0.6,0.7,0.42
VAND,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,411.0,411.0,411.0,411.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1849,Soybean,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC",False,True,0.6,0.7,0.42
VCLP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,175.0,175.0,175.0,175.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000308 || 8967,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8967,BIOPEP-UWM,False,True,0.6,0.7,0.42
VEGY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,128.4,3151.19295162,128.424657534,1136.005869718,24.54200118084112,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,2812 || 2927 || 3708,Marine seaweed protein || Marine algae,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971) || RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || Kim et al. 2001 || UF, GF, RP-HPLC || RP-HPLC, IEC, UF, GFC",False,True,0.6,0.7,0.42
VFER,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,152.8,152.8,152.8,152.8,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2754,Antarctic krill (Euphausia superba),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Holmquist et al. (1979) || SEC, UPLC-ESI-MS",False,True,0.6,0.7,0.42
VFPS,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.46,0.46,0.46,0.46,1.0,2,3,3,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000175 || 7552 || 2863 || 6538,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7552 || Synthesized || Cereals (Finnish),BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.8,0.48
VIIF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.02409638554,2425.40355454,8.7,354.6496644179343,402.61699005378495,2,7,7,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000441 || 9189 || 1051 || 2829 || 2922 || 3711 || 5300 || 5735,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9189 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish muscle || Cuttlefish || Cuttlefish skin gelatin || Cuttlefish (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || GFC, RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971)",False,True,0.6,0.8,0.48
VLGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,153.5,153.5,153.5,153.5,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000106 || MBPDB_P02666_VLGP_212-215,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,False,True,0.6,0.7,0.42
VLKP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,5.27,5.27,5.27,5.27,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000294 || 8404,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8404,BIOPEP-UWM,False,True,0.6,0.7,0.42
VPLW,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,24.12,24.12,24.12,24.12,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000667 || 10152,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10152,BIOPEP-UWM,False,True,0.6,0.7,0.42
VRGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,120.9,150.3,120.9,130.70000000000002,1.2431761786600497,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,False,False,,biopep_ace_000526 || 9564 || mbpdb_ace_000131 || MBPDB_P33048_VRGP_214-217 || fermfoodb_ace_000692 || FMDB1592,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9564 || 1) 10.1016/j.chroma.2004.05.022, 2) 10.1016/j.foodchem.2014.01.056","BIOPEP-UWM || 1) Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry, 2) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Capra hircus || Beta-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate",False,True,0.6,0.8,0.48
VRSP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2018.27,2018.27,2018.27,2018.27,1.0,2,2,2,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000288 || 8309 || 6779,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8309 || Milk casein,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.8,0.48
VRYL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,24.1,24.1,24.1,24.1,1.0,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000266 || MBPDB_P04654_VRYL_220-223 || 1338 || 3622 || 4317 || 6702,10.1016/j.idairyj.2004.04.007 || Cheese (Manchego) || Milk-Cheese (Sheep milk and cheeses proteins),"Angiotensin converting enzyme-inhibitory activity of peptides isolated from Manchego cheese Stability under simulated gastrointestinal digestion || Ovis aries || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || IEC, RP-HPLC",False,True,0.6,0.8,0.48
VSGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,195.4,195.4,195.4,195.4,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000423 || 9154,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9154,BIOPEP-UWM,False,True,0.6,0.7,0.42
VVGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,97.2,97.2,97.2,97.2,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000425 || 9156,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9156,BIOPEP-UWM,False,True,0.6,0.7,0.42
VVLY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,533.9,533.9,533.9,533.9,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000539 || 9706,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9706,BIOPEP-UWM,False,True,0.6,0.7,0.42
VVPP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,258.21,258.21,258.21,258.21,1.0,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000287 || 8308 || mbpdb_ace_000128 || MBPDB_P02666_VVPP_98-101 || 6778,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8308 || 10.1016/S1671-2927(11)60026-6 || Milk casein,BIOPEP-UWM || A Novel Angiotensin I Converting Enzyme Inhibitory Peptide from the Milk Casein: Virtual Screening and Docking Studies || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.8,0.48
VVRP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,81.0,81.0,81.0,81.0,1.0,3,5,5,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000237 || 7798 || mbpdb_ace_000044 || MBPDB_P07498_VVRP_86-89 || 5301 || 6036 || 6701,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7798 || 10.1080/00021369.1989.10869621 || Milk (human casein),BIOPEP-UWM || Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.6,0.8,0.48
VWIG,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,110.0,110.0,110.0,110.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6714,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.7,0.42
VWIS,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,30.0,30.0,30.0,30.0,1.0,1,5,5,,,,ahtpdb_clean_um_standardized,False,False,,1951 || 2955 || 4246 || 5302 || 6141,Rapeseed || Rapeseed protein-derived peptides || Rapeseed protein || Rapeseed (Brassica napus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || CC || Holmquist et al. (1979) || GPC, RP-HPLC || Cushman and Cheung (1971) || HPLC || RP-HPLC",False,True,0.6,0.7,0.42
VYAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.1,2653.17042718,6.1,447.7117378633332,434.9459716688525,2,6,6,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000440 || 9188 || 1050 || 2828 || 2921 || 5303 || 5734,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9188 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish muscle || Cuttlefish || Cuttlefish (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || GFC, RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971)",False,True,0.6,0.8,0.48
WGAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,140.7,140.7,140.7,140.7,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000677 || 10208,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10208,BIOPEP-UWM,False,True,0.6,0.7,0.42
WIQP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,14.2,14.2,14.2,14.2,1.0,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000650 || 10098 || mbpdb_ace_000260 || MBPDB_P02663_WIQP_208-211,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10098 || 10.1016/j.foodchem.2015.04.130,BIOPEP-UWM || Peptide identification and angiotensin converting enzyme (ACE) inhibitory activity in prolyl endoproteinase digests of bovine αs-casein || Bos taurus || Alpha-S2-casein,False,True,0.6,0.8,0.48
WVYY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,27.0,27.0,27.0,27.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000610 || 9940,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9940,BIOPEP-UWM,False,True,0.6,0.7,0.42
WYSL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,90.4,90.4,90.4,90.4,1.0,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000703 || 10556 || mbpdb_ace_000076 || MBPDB_P02754_WYSL_35-38,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10556 || 10.1021/jf063427j,BIOPEP-UWM || ACE-Inhibitory and Radical-Scavenging Activity of Peptides Derived from β-Lactoglobulin f(19-25) Interactions with Ascorbic Acid || Bos taurus || Beta-lactoglobulin,False,True,0.6,0.8,0.48
YGAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,17.4,17.4,17.4,17.4,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,4641,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.7,0.42
YGFL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,292.53,292.53,292.53,292.53,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000343 || MBPDB_P05814_YGFL_74-77,10.3390/foods9080991,In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Homo sapiens || Beta-casein,False,True,0.6,0.7,0.42
YGGY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.4,3.4,3.4,3.4,1.0,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,5304 || 6152 || 6412,Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,False,True,0.6,0.7,0.42
YGLF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,733.0,733.0,733.0,733.0,1.0,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000244 || MBPDB_P00711_YGLF_69-72 || 1329 || 1738 || 6468,"1) 10.1515/bchm3.1996.377.4.259, 2) 10.1016/s0024-3205(00)00471-9 || Alpha-Lactoglobulin || Enzymatic-hydrolysis (Hydrolysis with gastric and pancreatic enzymes) || Whey protein","1) Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity, 2) α-Lactorphin lowers blood pressure measured by radiotelemetry in normotensive and spontaneously hypertensive rats || Bos taurus || Alpha-lactalbumin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",False,True,0.6,0.8,0.48
YKWL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,38.7,38.7,38.7,38.7,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2841,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.7,0.42
YKYY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,64.2,64.2,64.2,64.2,1.0,1,7,7,,,,ahtpdb_clean_um_standardized,False,False,,1027 || 1851 || 2660 || 2907 || 5305 || 6274 || 6680,Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC",False,True,0.6,0.7,0.42
YLGY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,25.865,41.86,33.8625,33.8625,1.6184032476319352,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000510 || 9420 || mbpdb_ace_000291 || MBPDB_P02662_YLGY_106-109,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9420 || 1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",False,True,0.6,0.8,0.48
YLLF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,172.0,172.0,172.0,172.0,1.0,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000067 || MBPDB_P02754_YLLF_118-121 || 1317 || 5306 || 6199 || 6337,10.1515/bchm3.1996.377.4.259 || Whey protein (Beta Lactoglobulin) || Shrimp (Acetes chinensis) || Alpha-lactalbumin and Beta Lactoglobulin,"Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF",False,True,0.6,0.8,0.48
YLPP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,290.0,290.0,290.0,290.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000692 || 10478,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10478,BIOPEP-UWM,False,True,0.6,0.7,0.42
YNKL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,21.0,21.0,21.0,21.0,1.0,2,7,7,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000239 || 7817 || 1029 || 1853 || 2662 || 2909 || 5307 || 6276,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7817 || Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC",False,True,0.6,0.8,0.48
YPQY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,142.0,142.0,142.0,142.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000691 || 10477,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10477,BIOPEP-UWM,False,True,0.6,0.7,0.42
YPRY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,17.4,17.4,17.4,17.4,1.0,2,2,2,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000123 || 3534 || 6451,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3534 || Sake and sake lees,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.6,0.8,0.48
YPYY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,90.9,90.9,90.9,90.9,1.0,4,5,4,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000545 || 9724 || mbpdb_ace_000033 || MBPDB_P07498_YPYY_55-58 || fermfoodb_ace_000744 | fermfoodb_ace_000745 || FMDB1905 | FMDB1906 || 1014,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9724 || 10.1016/j.foodchem.2007.06.039 || Milk,BIOPEP-UWM || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of milk || Homo sapiens || Kappa-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of Milk || RP-HPLC modified spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Hayakari et al. (1978) || UF,False,True,0.6,0.8,0.48
YQEP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,317.14,317.14,317.14,317.14,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000111 || MBPDB_P11839_YQEP_206-209,10.3168/jds.S0022-0302(06)72370-0,Bioactive Peptides in Ovine and Caprine Cheeselike Systems Prepared with Proteases from Cynara cardunculus || Ovis aries || Beta-casein,False,True,0.6,0.7,0.42
YRPY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,320.0,320.0,320.0,320.0,1.0,1,4,4,,,,ahtpdb_clean_um_standardized,False,False,,2561 || 5308 || 5667 || 6665,Fish (Bonito bowel) || Fish (Bonito (Sarda bowel autolysate)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, HIC",False,True,0.6,0.7,0.42
YVVF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,270.0,270.0,270.0,270.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000631 || 10023,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10023,BIOPEP-UWM,False,True,0.6,0.7,0.42
YYRA,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,59.3040953064,59.3040953064,59.3040953064,59.3040953064,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2594,Chicken bone,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || GF, HPLC, RP-HPLC",False,True,0.6,0.7,0.42
AEKTK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,884.8867496178614,884.8867496178614,884.8867496178614,884.8867496178614,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000814 || FMDB2041,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,False,True,0.5,0.7,0.35
AFPGS,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.7,3.7,3.7,3.7,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1984,Soybean proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
AHKAL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,9.84539552492593,9.84539552492593,9.84539552492593,9.84539552492593,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000818 || FMDB2045,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,False,True,0.5,0.7,0.35
AKLEK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,227.46,227.46,227.46,227.46,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2469,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
AKYCY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,19.95,19.95,19.95,19.95,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2379,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
AKYSY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.5,1.5,1.5,1.5,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2308 || 6676,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
ALAFQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,165.96,165.96,165.96,165.96,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2454,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
ALPHA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,10.0,79.0,10.0,29.714285714285715,7.9,2,7,7,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000056 || 3343 || 1067 || 5309 || 5310 || 5659 || 5672 || 6340,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3343 || Fish (Dried Bonito) || Fish (Bonito (Sarda - dried bonito (katsuobusi))) || Fish (Bonito (Sarda bowel)) || Fish (Dried bonito),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || RP-HPLC, HIC || GFC, IEC, RP-HPLC, HIC",False,True,0.5,0.8,0.4
ALPMH,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,521.0,521.0,521.0,521.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000070 || MBPDB_P02754_ALPMH_158-162 || 1321 || 2507,10.1017/s0022029999003982 || Whey protein (Beta Lactoglobulin),"Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",False,True,0.5,0.8,0.4
AMKPW,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,580.0,580.0,580.0,580.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000284 || MBPDB_P02663_AMKPW_204-208 || 2510 || 6646,10.3168/jds.S0022-0302(96)76487-1,Identification of an Antihypertensive Peptide from Casein Hydrolysate Produced by a Proteinase from Lactobacillus helveticus CP790 || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.8,0.4
AMNPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,304.5,304.5,304.5,304.5,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000313 || 9013,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9013,BIOPEP-UWM,False,True,0.5,0.7,0.35
APLRV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,9.56067766155421,9.56067766155421,9.56067766155421,9.56067766155421,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000817 || FMDB2044,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,False,True,0.5,0.7,0.35
