sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
VSV,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.15,0.15,0.15,0.15,1.0,2,6,4,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001993 | ace_merged_001994 | ace_merged_001995 || 1218 | 1987 | 2912 || 1218 || 1987 || 2912,Rapeseed (Canola meal defatted),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || HPLC method by Wu,Aluko and Muir || GPC"
VTR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,134.9,20000.0,10067.45,10067.45,148.25796886582654,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_001998 | ace_merged_001999 || 1651 | 9068 || biopep_ace_000365 || 9068,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9068,source_count=2; spread_ratio=148.2580 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1651 BioPepDB: ID biopep01474 ChemSpider: ID 8352916 EPA DSSTox: ID DTXCID60387304 PubChem: CID 10177411 SATPdb: ID satpdb14904 || BIOPEP-UWM
VVF,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,35.45,20000.0,10017.725,10017.725,564.1748942172073,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_002000 | ace_merged_002001 || 1573 | 9044 || biopep_ace_000342 || 9044,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9044,source_count=2; spread_ratio=564.1749 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1573 BioPepDB: ID biopep01481 BRENDA: Ligand L-Val-L-Val-L-Phe ChemSpider: ID 5377964 PubChem: CID 7014911 SATPdb: ID satpdb22810 || BIOPEP-UWM
VVR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,249.7,249.7,249.7,249.7,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002003 || 9729 || biopep_ace_000547,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9729,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 25123284
VVW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,22.0,22.0,22.0,22.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002004 || 1904,Cereals (Rice-koji),"only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, SEC, RPC"
VVY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,22.0,22.0,22.0,22.0,1.0,3,8,5,,,,merged_short23_tiered_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_002005 | ace_merged_002006 | ace_merged_002007 | ace_merged_002008 || 2584 | 5266 | 6144 | FMDB1011 || fermfoodb_ace_000398 || FMDB1011 || 2584 || 5266 || 6144,Cereals (rice) || Cereals (Rice (Oryza sativa red-mold rice)),"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1011 || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Angiotensin I-converting enzyme inhibitory peptides in red-mold rice made by Monascus purpureus || Spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Modified Lieberman’s method || RP-HPLC || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
VWP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,4.5,4.5,4.5,4.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002009 || 3756,Cereals (rice),"only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Chen, J., Wang, Y., Zhong, Q., Wu, Y., & Xia, W. ( || UF, RP-HPLC"
VWY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,9.4,20000.0,9.4,9.4,2127.659574468085,2,7,4,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002010 | ace_merged_002011 | ace_merged_002012 | ace_merged_002013 || 1590 | 5267 | 6148 | 6406 || 5267 || 6148 || 6406,Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,source_count=1; spread_ratio=2127.6596 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC
VYP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,44.0,20000.0,288.0,288.0,454.54545454545456,3,19,10,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_002014 | ace_merged_002015 | ace_merged_002016 | ace_merged_002017 | ace_merged_002018 | ace_merged_002019 | ace_merged_002020 | ace_merged_002021 | ace_merged_002022 | ace_merged_002023 || 1589 | 1726 | 2260 | 2581 | 3759 | 5268 | 5908 | 5949 | 6424 | MBPDB_P02666_VYP_74-76 || mbpdb_ace_000126 || MBPDB_P02666_VYP_74-76 || 1726 || 2260 || 2581 || 3759 || 5268 || 5908 || 5949 || 6424,"10.3168/jds.S0022-0302(98)75878-3 || Enzymatic-hydrolysis (Hydrolysis with proteinase K) || Milk derived || Cheese whey protein || Cheese || Milk (bovine, buffalo and ovine β-casein) || Milk (cheese whey) || Whey protein","source_count=2; spread_ratio=454.5455 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || Yamamoto et al. || RP-HPLC, GF || Kasahara and Ashihara (1981) || GFC, RP-HPLC, HIC"
WAA,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,118.5,118.5,118.5,118.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002024 || 10562 || biopep_ace_000708,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10562,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || CAS: Registry No 166601-51-0 ChEBI: ID 164398 ChemSpider: ID 57533541 EPA CompTox: ID DTXSID40776156 EROP-Moscow: ID E24867 J-GLOBAL: ID 200907017005266998 Metabolomics Workbench: ID 85856 Nikkaji: ID J1.938.216H PubChem: CID 71350349
WCW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,49.5,49.5,49.5,49.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002025 || 10567 || biopep_ace_000711,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10567,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164588 EROP-Moscow: ID E24729 Metabolomics Workbench: ID 85953 PubChem: CID 145458333
WKP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,562.67,562.67,562.67,562.67,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002026 || 11015 || biopep_ace_000786,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11015,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM
WLP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.0,400.0,200.0,200.0,,2,3,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier E,ace_merged_002027 | ace_merged_002028 || 10232 | 2836 || 2836,Synthesized,spread_ratio_unavailable || unknown or insufficient evidence pattern || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2836 BIOPEP-UWM database of bioactive peptides: ID 10229 EROP-Moscow: ID E10374 SATPdb: ID satpdb25845 || small || exact_molar_value || not_converted: ic50_type不是mass_unit
WLW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1783.0,1783.0,1783.0,1783.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002029 || 10570 || biopep_ace_000714,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10570,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164749 EROP-Moscow: ID E24732 Metabolomics Workbench: ID 86073 PubChem: CID 25168027
WMY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,550.0,550.0,550.0,550.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002030 || 10025 || biopep_ace_000633,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10025,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164791 PubChem: CID 145458452
WRP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,46.71,46.71,46.71,46.71,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002032 || 10585 || biopep_ace_000724,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10585,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 8611
WSR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,300.12,300.12,300.12,300.12,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002033 || 10586 || biopep_ace_000725,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10586,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164834 Metabolomics Workbench: ID 86157 PubChem: CID 145458481
WWI,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,752.91,752.91,752.91,752.91,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002035 || 10569 || biopep_ace_000713,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10569,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || EROP-Moscow: ID E24732
WWW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,536.02,536.02,536.02,536.02,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002036 || 10568 || biopep_ace_000712,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10568,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BindingDB: ID 50169218 BIOPEP-UWM database of bioactive peptides: ID 8681 BIOPEP-UWM database of sensory peptides and amino acids: ID 343 CAS: Registry No 59005-82-2 ChEMBL: ID CHEMBL434535 ChemSpider: ID 23257174 EPA CompTox: ID DTXSID80658740 EROP-Moscow: ID E24731 J-GLOBAL: ID 200907051053602855 Metabolomics Workbench: ID 86213 Nikkaji: ID J2.284.672H PubChem: CID 44398561 SureChEMBL: ID SCHEMBL9868128
WYS,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,500.0,500.0,500.0,500.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002037 || 5091,Casein β-lg f,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971)
WYT,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,54.0,54.0,54.0,54.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002038 || 9941 || biopep_ace_000611,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9941,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 10016; 10017 EROP-Moscow: ID E24212 PubChem: CID 71472028
YAP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,14.7347740668,14.7347740668,14.7347740668,14.7347740668,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002039 || 3710,Cuttlefish skin gelatin,"only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Nakamura et al. (1995) || GFC, RP-HPLC"
YGG,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1001.0,20000.0,1001.0,1001.0,19.98001998001998,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_002041 | ace_merged_002042 | ace_merged_002043 || 1592 | 6634 | 7647 || biopep_ace_000230 || 7647 || 6634,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7647,source_count=2; spread_ratio=19.9800 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 21778-69-8 AHTPDB: ID 1592; 3315; 4560; 4845; 5474; 6634 BIOPEP database of bioactive peptides: ID 3741 BIOPEP database of sensory peptides and amino acids: ID 34 BRENDA: Ligand Tyr-Gly-Gly ChEBI: ID 74991 ChEMBL: ID CHEMBL191422 ChemSpider: ID 110288 EROP-Moscow: ID E09286 PubChem: ID 123715 ZINC: ID ZINC02575477 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
YGL,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,409.0,20000.0,409.0,409.0,48.899755501222494,3,11,6,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_002044 | ace_merged_002045 | ace_merged_002046 | ace_merged_002047 | ace_merged_002048 | ace_merged_002049 || 1328 | 1596 | 2251 | 5128 | 6480 | MBPDB_P00711_YGL_69-71 || mbpdb_ace_000248 || MBPDB_P00711_YGL_69-71 || 1328 || 2251 || 5128 || 6480,10.1017/s0022029999003982 || Alpha-Lactoglobulin || Milk derived || Casein α-la f || Whey protein,"source_count=2; spread_ratio=48.8998 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Alpha-lactalbumin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC"
YKW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,13.3,13.3,13.3,13.3,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002050 || 2839,Synthesized,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
YKY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,43.5,43.5,43.5,43.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002051 || 6638,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
YLL,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,518.54,518.54,518.54,518.54,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized,False,False,Tier B,ace_merged_002052 | ace_merged_002053 || 10113 | MBPDB_P02754_YLL_118-120 || biopep_ace_000654 || 10113 || mbpdb_ace_000342 || MBPDB_P02754_YLL_118-120,10.3390/foods9080991 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10113,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || BIOPEP-UWM | MBPDB || BIOPEP-UWM database of bioactive peptides: ID 9349 ChEBI: ID 165141 MBPDB: Peptide YLL PubChem: CID 145458693 || BIOPEP-UWM || In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Beta-lactoglobulin
YLR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,5.8,5.8,5.8,5.8,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002054 || 10044 || biopep_ace_000637,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10044,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 15613548
YNK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,125.0,125.0,125.0,125.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002055 || 6642,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
YPG,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,23.44,23.44,23.44,23.44,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002058 || 9066 || biopep_ace_000363,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9066,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptide: ID 9549
YPI,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,52.3156308274,52.3156308274,52.3156308274,52.3156308274,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002059 || 2900,Egg white,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || RP-HPLC
YPK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,25.8315292265,25.8620689655,25.846799096,25.846799096,1.0011822660103558,2,4,3,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002060 | ace_merged_002061 || 1820 | 5683 || 1820 || 5683,Broccoli (Brassica oleracea Italica),"source_count=1; spread_ratio=1.0012 || single-source evidence with usable IC50 || AHTPDB || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || RPC, IEC, SEC || GFC, IEC, RP-HPLC"
YPR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,16.5,20000.0,16.5,16.5,1212.121212121212,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_002062 | ace_merged_002063 | ace_merged_002064 || 1594 | 3535 | 6452 || biopep_ace_000124 || 3535 || 6452,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3535 || Sake and sake lees,source_count=2; spread_ratio=1212.1212 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
YQK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.0,312.23,156.115,156.115,,2,3,2,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,False,False,Tier E,ace_merged_002065 | ace_merged_002066 || 9282 | MBPDB_P02663_YQK_93-95_104-106_186-188 || mbpdb_ace_000262 || MBPDB_P02663_YQK_93-95_104-106_186-188,10.1016/j.idairyj.2013.05.008,spread_ratio_unavailable || unknown or insufficient evidence pattern || BIOPEP-UWM | MBPDB || BIOPEP-UWM database of bioactive peptides: ID 9177 EROP-Moscow: ID E25023 MBPDB: Peptide YQK PubChem: CID 14389275 || Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion || Bos taurus || Alpha-S2-casein
YQY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,4.0,4.0,4.0,4.0,1.0,3,8,5,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_002067 | ace_merged_002068 | ace_merged_002069 | ace_merged_002070 || 1926 | 5120 | 6537 | 7551 || biopep_ace_000174 || 7551 || 1926 || 5120 || 6537,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7551 || Cereals (Buckwheat) || Cereals (Finnish),"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Modified Lieberman’s method || SEC, RPC || GPC, HPLC"
YRP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,89.56,89.56,89.56,89.56,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_002071 || 10587 || biopep_ace_000726,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10587,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM
YVA,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.43,20000.0,10000.715,10000.715,13986.013986013986,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_002072 | ace_merged_002073 || 1560 | 9036 || biopep_ace_000334 || 9036,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9036,source_count=2; spread_ratio=13986.0140 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1560 BioPepDB: ID biopep01640 SATPdb: ID satpdb13476 || BIOPEP-UWM
YVP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,200.0,200.0,200.0,200.0,1.0,2,8,5,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_002074 | ace_merged_002075 | ace_merged_002076 | ace_merged_002077 || 2255 | 5269 | 6034 | 6621 || 2255 || 5269 || 6034 || 6621,Milk derived || Milk (human casein),source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981)
ACHP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,360.7,360.7,360.7,360.7,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000328 || MBPDB_P02668 Genetic Variant G1_ACHP_117-120 || 5270 || 5874,10.3168/jds.2008-1671 || Milk (bovine lactoglobulin),Short communication: Bovine κ-casein variants result in different angiotensin I converting enzyme (ACE) inhibitory peptides || Bos taurus || Kappa-casein Genetic Variant G1 || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971)
AGSP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,37.2,37.2,37.2,37.2,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000276 || 8254 || 1058 || 5271 || 5727 || 6767,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8254 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC"
AGSS,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,672.1,672.1,672.1,672.1,1.0,1,4,4,,,,ahtpdb_clean_um_standardized,False,False,,1056 || 5272 || 5725 || 6749,Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC"
AHHP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,847.6,847.6,847.6,847.6,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000329 || MBPDB_P02668 Genetic Variant C_AHHP_117-120 || 5273 || 5873,10.3168/jds.2008-1671 || Milk (bovine lactoglobulin),Short communication: Bovine κ-casein variants result in different angiotensin I converting enzyme (ACE) inhibitory peptides || Bos taurus || Kappa-casein Genetic Variant C || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971)
AHLL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.510440835267,1325.82035134,683.0184509986999,673.0919235431668,2597.4025973969997,1,4,4,,,,ahtpdb_clean_um_standardized,False,False,,2804 || 2830 || 2913 || 3683,Fish (Loach meat) || Loach meat || Fish muscle proteins || Loach muscle,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Shalaby et al. (2006) || UF, GFC, RP-HPLC || mass_unit_ug_per_mL_converted_to_uM || HPLC method by Wu,Aluko and Muir || GPC"
AHSY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,11.6,11.6,11.6,11.6,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000145 || 3770 || 1057 || 5274 || 5726 || 6477,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3770 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC"
AIPP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,900.0,900.0,900.0,900.0,1.0,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,5275 || 6047 || 6654,Milk (human casein),small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981)
AIYK,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,213.0,213.0,213.0,213.0,1.0,1,7,7,,,,ahtpdb_clean_um_standardized,False,False,,1026 || 1850 || 2659 || 2906 || 5276 || 6277 || 6682,Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC"
ALEP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6320.0,6320.0,6320.0,6320.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6757,Amaranth (Amaranthus hypochondriacus),small || exact_molar_value || not_converted: ic50_type不是mass_unit
