sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,sample_weight,weight_len,weight_quality,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,source_table_set,source_file_set,origin_source_set,raw_record_ids,citation_ids,notes,row_count_after_filter
SVYT,4,aux,False,True,63.0,4.200659450546418,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,63.0,63.0,63.0,63.0,1.0,,,,biopep_core_standardized,biopep_ace_000609 || 9939,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9939,BIOPEP-UWM,1
SWSF,4,aux,False,True,76.3,4.117475462045119,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,76.3,76.3,76.3,76.3,1.0,,,,ahtpdb_clean_um_standardized,1910,Wine,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC, SEC",1
TGVY,4,aux,False,True,18.2,4.739928612014925,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,18.2,18.2,18.2,18.2,1.0,,,,ahtpdb_clean_um_standardized,4239,Cereals (Rice protein),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Spectrophotometric measurement || RP-HPLC, MALDI-TOF MS/MS",1
TQVY,4,aux,False,True,18.2,4.739928612014925,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,18.2,18.2,18.2,18.2,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000162 || 7503 || 1279 || 1827 || 2651 || 6513,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7503 || Cereals (Rye) || Cereals (rice) || Cereals (rice protein hydrolysate),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || RP-HPLC || Li G-H et al. 2005 || SEC, RPC || Direct, extraction-free spectrophotometric assay || RP-HPLC, FAB-MS",5
TTMP,4,aux,False,True,51.0,4.292429823902063,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,51.0,51.0,51.0,51.0,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000305 || MBPDB_P02662_TTMP_209-212,10.1128/AEM.00096-07,Casein Fermentate of Lactobacillus animalisDPC6134 Contains a Range of Novel Propeptide Angiotensin-Converting Enzyme Inhibitors || Bos taurus || Alpha-S1-casein,1
TVDQ,4,aux,False,True,1311.2675586400187,2.882308683302169,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,1311.2675586400187,1311.2675586400187,1311.2675586400187,1311.2675586400187,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000828 || FMDB2074,12957917,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate,1
TVPY,4,aux,False,True,2.0,5.698970004336019,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.0,2.0,2.0,2.0,1.0,,,,ahtpdb_clean_um_standardized,6893,Wheat (Triticum aestivum),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || HPLC",1
TYCQ,4,aux,False,True,2.3,5.638272163982407,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.3,2.3,2.3,2.3,1.0,,,,ahtpdb_clean_um_standardized,1249,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",1
VAND,4,aux,False,True,411.0,3.3861581781239307,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,411.0,411.0,411.0,411.0,1.0,,,,ahtpdb_clean_um_standardized,1849,Soybean,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC",1
VCLP,4,aux,False,True,175.0,3.7569619513137056,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,175.0,175.0,175.0,175.0,1.0,,,,biopep_core_standardized,biopep_ace_000308 || 8967,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8967,BIOPEP-UWM,1
VEGY,4,aux,False,True,128.424657534,3.891351583721533,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,3,False,False,,128.4,3151.19295162,128.424657534,1136.005869718,24.54200118084112,,,,ahtpdb_clean_um_standardized,2812 || 2927 || 3708,Marine seaweed protein || Marine algae,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971) || RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || Kim et al. 2001 || UF, GF, RP-HPLC || RP-HPLC, IEC, UF, GFC",3
VFER,4,aux,False,True,152.8,3.815876645760329,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,152.8,152.8,152.8,152.8,1.0,,,,ahtpdb_clean_um_standardized,2754,Antarctic krill (Euphausia superba),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Holmquist et al. (1979) || SEC, UPLC-ESI-MS",1
VFPS,4,aux,False,True,0.46,6.337242168318426,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,3,False,False,,0.46,0.46,0.46,0.46,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000175 || 7552 || 2863 || 6538,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7552 || Synthesized || Cereals (Finnish),BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,3
VIIF,4,aux,False,True,8.7,5.060480747381382,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,7,False,False,,6.02409638554,2425.40355454,8.7,354.6496644179343,402.61699005378495,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000441 || 9189 || 1051 || 2829 || 2922 || 3711 || 5300 || 5735,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9189 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish muscle || Cuttlefish || Cuttlefish skin gelatin || Cuttlefish (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || GFC, RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971)",7
VLGP,4,aux,False,True,153.5,3.8138916201867947,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,153.5,153.5,153.5,153.5,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000106 || MBPDB_P02666_VLGP_212-215,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,1
VLKP,4,aux,False,True,5.27,5.278189384787454,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,5.27,5.27,5.27,5.27,1.0,,,,biopep_core_standardized,biopep_ace_000294 || 8404,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8404,BIOPEP-UWM,1
VPLW,4,aux,False,True,24.12,4.617622696531886,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,24.12,24.12,24.12,24.12,1.0,,,,biopep_core_standardized,biopep_ace_000667 || 10152,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10152,BIOPEP-UWM,1
VRGP,4,aux,False,True,120.9,3.9175736991392283,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,3,False,False,,120.9,150.3,120.9,130.70000000000002,1.2431761786600497,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,biopep_ace_000526 || 9564 || mbpdb_ace_000131 || MBPDB_P33048_VRGP_214-217 || fermfoodb_ace_000692 || FMDB1592,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9564 || 1) 10.1016/j.chroma.2004.05.022, 2) 10.1016/j.foodchem.2014.01.056","BIOPEP-UWM || 1) Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry, 2) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Capra hircus || Beta-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate",3
VRSP,4,aux,False,True,2018.27,2.6950207351920734,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,2018.27,2018.27,2018.27,2018.27,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000288 || 8309 || 6779,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8309 || Milk casein,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
VRYL,4,aux,False,True,24.1,4.617982957425132,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,24.1,24.1,24.1,24.1,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000266 || MBPDB_P04654_VRYL_220-223 || 1338 || 3622 || 4317 || 6702,10.1016/j.idairyj.2004.04.007 || Cheese (Manchego) || Milk-Cheese (Sheep milk and cheeses proteins),"Angiotensin converting enzyme-inhibitory activity of peptides isolated from Manchego cheese Stability under simulated gastrointestinal digestion || Ovis aries || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || IEC, RP-HPLC",5
VSGP,4,aux,False,True,195.4,3.7090754406172457,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,195.4,195.4,195.4,195.4,1.0,,,,biopep_core_standardized,biopep_ace_000423 || 9154,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9154,BIOPEP-UWM,1
VVGP,4,aux,False,True,97.2,4.012333735073725,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,97.2,97.2,97.2,97.2,1.0,,,,biopep_core_standardized,biopep_ace_000425 || 9156,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9156,BIOPEP-UWM,1
VVLY,4,aux,False,True,533.9,3.2725400791420913,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,533.9,533.9,533.9,533.9,1.0,,,,biopep_core_standardized,biopep_ace_000539 || 9706,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9706,BIOPEP-UWM,1
VVPP,4,aux,False,True,258.21,3.5880269423146767,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,3,False,False,,258.21,258.21,258.21,258.21,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000287 || 8308 || mbpdb_ace_000128 || MBPDB_P02666_VVPP_98-101 || 6778,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8308 || 10.1016/S1671-2927(11)60026-6 || Milk casein,BIOPEP-UWM || A Novel Angiotensin I Converting Enzyme Inhibitory Peptide from the Milk Casein: Virtual Screening and Docking Studies || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit,3
VVRP,4,aux,False,True,81.0,4.0915149811213505,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,5,False,False,,81.0,81.0,81.0,81.0,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000237 || 7798 || mbpdb_ace_000044 || MBPDB_P07498_VVRP_86-89 || 5301 || 6036 || 6701,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7798 || 10.1080/00021369.1989.10869621 || Milk (human casein),BIOPEP-UWM || Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),5
VWIG,4,aux,False,True,110.0,3.958607314841775,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,110.0,110.0,110.0,110.0,1.0,,,,ahtpdb_clean_um_standardized,6714,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
VWIS,4,aux,False,True,30.0,4.522878745280337,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,5,False,False,,30.0,30.0,30.0,30.0,1.0,,,,ahtpdb_clean_um_standardized,1951 || 2955 || 4246 || 5302 || 6141,Rapeseed || Rapeseed protein-derived peptides || Rapeseed protein || Rapeseed (Brassica napus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || CC || Holmquist et al. (1979) || GPC, RP-HPLC || Cushman and Cheung (1971) || HPLC || RP-HPLC",5
VYAP,4,aux,False,True,6.1,5.214670164989233,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,6,False,False,,6.1,2653.17042718,6.1,447.7117378633332,434.9459716688525,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000440 || 9188 || 1050 || 2828 || 2921 || 5303 || 5734,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9188 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish muscle || Cuttlefish || Cuttlefish (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || GFC, RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971)",6
WGAP,4,aux,False,True,140.7,3.8517059025652545,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,140.7,140.7,140.7,140.7,1.0,,,,biopep_core_standardized,biopep_ace_000677 || 10208,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10208,BIOPEP-UWM,1
WIQP,4,aux,False,True,14.2,4.847711655616943,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,14.2,14.2,14.2,14.2,1.0,,,,biopep_core_standardized || mbpdb_core_standardized,biopep_ace_000650 || 10098 || mbpdb_ace_000260 || MBPDB_P02663_WIQP_208-211,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10098 || 10.1016/j.foodchem.2015.04.130,BIOPEP-UWM || Peptide identification and angiotensin converting enzyme (ACE) inhibitory activity in prolyl endoproteinase digests of bovine αs-casein || Bos taurus || Alpha-S2-casein,2
WVYY,4,aux,False,True,27.0,4.568636235841012,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,27.0,27.0,27.0,27.0,1.0,,,,biopep_core_standardized,biopep_ace_000610 || 9940,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9940,BIOPEP-UWM,1
WYSL,4,aux,False,True,90.4,4.043831569524636,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,90.4,90.4,90.4,90.4,1.0,,,,biopep_core_standardized || mbpdb_core_standardized,biopep_ace_000703 || 10556 || mbpdb_ace_000076 || MBPDB_P02754_WYSL_35-38,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10556 || 10.1021/jf063427j,BIOPEP-UWM || ACE-Inhibitory and Radical-Scavenging Activity of Peptides Derived from β-Lactoglobulin f(19-25) Interactions with Ascorbic Acid || Bos taurus || Beta-lactoglobulin,2
YGAP,4,aux,False,True,17.4,4.7594507517174005,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,17.4,17.4,17.4,17.4,1.0,,,,ahtpdb_clean_um_standardized,4641,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
YGFL,4,aux,False,True,292.53,3.533829588842117,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,292.53,292.53,292.53,292.53,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000343 || MBPDB_P05814_YGFL_74-77,10.3390/foods9080991,In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Homo sapiens || Beta-casein,1
YGGY,4,aux,False,True,3.4,5.468521082957745,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,3,False,False,,3.4,3.4,3.4,3.4,1.0,,,,ahtpdb_clean_um_standardized,5304 || 6152 || 6412,Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,3
YGLF,4,aux,False,True,733.0,3.1348960253588722,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,4,False,False,,733.0,733.0,733.0,733.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000244 || MBPDB_P00711_YGLF_69-72 || 1329 || 1738 || 6468,"1) 10.1515/bchm3.1996.377.4.259, 2) 10.1016/s0024-3205(00)00471-9 || Alpha-Lactoglobulin || Enzymatic-hydrolysis (Hydrolysis with gastric and pancreatic enzymes) || Whey protein","1) Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity, 2) α-Lactorphin lowers blood pressure measured by radiotelemetry in normotensive and spontaneously hypertensive rats || Bos taurus || Alpha-lactalbumin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",4
YKWL,4,aux,False,True,38.7,4.412289034981089,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,38.7,38.7,38.7,38.7,1.0,,,,ahtpdb_clean_um_standardized,2841,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
YKYY,4,aux,False,True,64.2,4.192464971931146,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,7,False,False,,64.2,64.2,64.2,64.2,1.0,,,,ahtpdb_clean_um_standardized,1027 || 1851 || 2660 || 2907 || 5305 || 6274 || 6680,Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC",7
YLGY,4,aux,False,True,33.8625,4.470280981958775,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,25.865,41.86,33.8625,33.8625,1.6184032476319352,,,,biopep_core_standardized || mbpdb_core_standardized,biopep_ace_000510 || 9420 || mbpdb_ace_000291 || MBPDB_P02662_YLGY_106-109,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9420 || 1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",2
YLLF,4,aux,False,True,172.0,3.7644715530924513,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,172.0,172.0,172.0,172.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000067 || MBPDB_P02754_YLLF_118-121 || 1317 || 5306 || 6199 || 6337,10.1515/bchm3.1996.377.4.259 || Whey protein (Beta Lactoglobulin) || Shrimp (Acetes chinensis) || Alpha-lactalbumin and Beta Lactoglobulin,"Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF",5
YLPP,4,aux,False,True,290.0,3.537602002101044,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,290.0,290.0,290.0,290.0,1.0,,,,biopep_core_standardized,biopep_ace_000692 || 10478,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10478,BIOPEP-UWM,1
YNKL,4,aux,False,True,21.0,4.6777807052660805,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,7,False,False,,21.0,21.0,21.0,21.0,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000239 || 7817 || 1029 || 1853 || 2662 || 2909 || 5307 || 6276,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7817 || Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC",7
YPQY,4,aux,False,True,142.0,3.8477116556169437,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,142.0,142.0,142.0,142.0,1.0,,,,biopep_core_standardized,biopep_ace_000691 || 10477,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10477,BIOPEP-UWM,1
YPRY,4,aux,False,True,17.4,4.7594507517174005,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,17.4,17.4,17.4,17.4,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000123 || 3534 || 6451,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3534 || Sake and sake lees,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
YPYY,4,aux,False,True,90.9,4.041436116778033,0.48,0.6,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,4,5,False,False,,90.9,90.9,90.9,90.9,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000545 || 9724 || mbpdb_ace_000033 || MBPDB_P07498_YPYY_55-58 || fermfoodb_ace_000744 | fermfoodb_ace_000745 || FMDB1905 | FMDB1906 || 1014,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9724 || 10.1016/j.foodchem.2007.06.039 || Milk,BIOPEP-UWM || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of milk || Homo sapiens || Kappa-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of Milk || RP-HPLC modified spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Hayakari et al. (1978) || UF,4
YQEP,4,aux,False,True,317.14,3.4987489781441425,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,317.14,317.14,317.14,317.14,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000111 || MBPDB_P11839_YQEP_206-209,10.3168/jds.S0022-0302(06)72370-0,Bioactive Peptides in Ovine and Caprine Cheeselike Systems Prepared with Proteases from Cynara cardunculus || Ovis aries || Beta-casein,1
YRPY,4,aux,False,True,320.0,3.494850021680094,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,4,False,False,,320.0,320.0,320.0,320.0,1.0,,,,ahtpdb_clean_um_standardized,2561 || 5308 || 5667 || 6665,Fish (Bonito bowel) || Fish (Bonito (Sarda bowel autolysate)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, HIC",4
YVVF,4,aux,False,True,270.0,3.5686362358410126,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,270.0,270.0,270.0,270.0,1.0,,,,biopep_core_standardized,biopep_ace_000631 || 10023,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10023,BIOPEP-UWM,1
YYRA,4,aux,False,True,59.3040953064,4.226915314939964,0.42,0.6,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,59.3040953064,59.3040953064,59.3040953064,59.3040953064,1.0,,,,ahtpdb_clean_um_standardized,2594,Chicken bone,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || GF, HPLC, RP-HPLC",1
AEKTK,5,aux,False,True,884.8867496178614,3.053112308017721,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,884.8867496178614,884.8867496178614,884.8867496178614,884.8867496178614,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000814 || FMDB2041,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,1
AFPGS,5,aux,False,True,3.7,5.431798275933005,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,3.7,3.7,3.7,3.7,1.0,,,,ahtpdb_clean_um_standardized,1984,Soybean proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
